SUM / MEAN MULTI-LAYER [3,4]

dataset,FPR@95,AUROC,AUPR_IN,AUPR_OUT,ACC
cifar100,50.314815,87.372353,85.53527,85.451684,95.059259

PENULTIMATE LAYER 
FPR@95	AUROC	AUPR_IN	AUPR_OUT	ACC
cifar100	38.014815	89.598719	87.468642	90.386305	95.059259


WEIGHT LAYER 3,4 0.3 0.7
	FPR@95	AUROC	AUPR_IN	AUPR_OUT	ACC
cifar100	42.522222	88.755608	86.759634	88.613072	95.059259

WEIGHT LAYER MLP 1,2,3,4 
          FPR@95  AUROC  AUPR_IN  AUPR_OUT   ACC
cifar100    50.30  87.43    85.43     85.95 95.22

Weight MLP 3,4
	FPR@95	AUROC	AUPR_IN	AUPR_OUT	ACC
cifar100	50.788889	87.235918	85.444793	85.130370	95.059259


PERTUBATION_DISTANCE 0.0002 PENULTIMATE
	FPR@95	AUROC	AUPR_IN	AUPR_OUT	ACC
cifar100	37.951852	89.490302	87.325994	90.286721	95.059259


PERTUBATION_DISTANCE 0.1 PENULTIMATE 
	FPR@95	AUROC	AUPR_IN	AUPR_OUT	ACC
cifar100	37.877778	89.530530	87.381550	90.318369	95.059259


SUM/MEAN 1,2,3,4
	FPR@95	AUROC	AUPR_IN	AUPR_OUT	ACC
cifar100	55.559259	86.616828	84.913111	83.841848	95.059259

MDCDF 3,4
          FPR@95  AUROC  AUPR_IN  AUPR_OUT   ACC
cifar100   41.26  89.24    87.43     89.11 95.32
nearood    41.26  89.24    87.43     89.11 95.32
